时间,姓名,内容,阅读,评论,,,,,
2021/8/7 17:38,优质股圆狐底,按今年4.2亿利润来估值，现在估值61亿，上涨下跌都可,557,2,,,,,
2021/8/7 11:45,OYO7827,7月13和7月15两天进的1.5亿融资盘割肉走后才有行情，,511,1,,,,,
2021/8/7 11:41,风象标,这么贵谁买的起,389,3,,,,,
2021/8/7 8:56,P先生投资札记,智能投影市场龙头，有望成为下一个科沃斯！,5758,11,,,,,
2021/8/7 7:44,赶紧的来,补完了,279,4,,,,,
2021/8/6 18:53,陆迁华,A股:5支被公募基金大幅增持的5大行业黑马股名单！（收,9075,3,,,,,
2021/8/6 15:36,南风无级8367,哪来回哪。,201,1,,,,,
2021/8/6 15:25,只做人气最低的股,放量下跌，还不跑，你们胆肥,291,4,,,,,
2021/8/6 13:57,只做人气最低的股,打板追高买的联创股份，心里慌得一批,243,0,,,,,
2021/8/6 12:56,加勒比黑大帅,鸡狗厉害了,169,0,,,,,
2021/8/6 12:24,好啊老王,两个月下跌了41%，继续跌到何处，庄跑了！,183,0,,,,,
2021/8/6 12:02,巴菲特BMW,300就建仓,348,5,,,,,
2021/8/6 11:55,股友TYaVi3,天天跌天天跌，，,156,1,,,,,
2021/8/6 11:45,babafafa66,融券总有还券时。,139,0,,,,,
2021/8/6 11:35,洗洗睡大觉,我买了两百股，看有没有新低，毕竟跌幅超40坡删特了,182,0,,,,,
2021/8/6 10:49,需要运气,5亿融券盘在，极米基本面肯定没变，一个月急跌下来，,342,1,,,,,
2021/8/6 10:12,股友ovo8uL,坚持观点，本周跌破五百,171,1,,,,,
2021/8/6 9:03,股友keHNPO,这股票823买的，540割肉，就买了500股还亏15万呢，啥,394,3,,,,,
2021/8/5 21:19,yum888888,极米啊，当初你与迈为是被最多机构调研，同时也是最被,498,1,,,,,
2021/8/5 17:34,基民1x9DFB,450等你,546,3,,,,,
2021/8/5 15:31,好啊老王,600元下午见,509,4,,,,,
2021/8/5 15:16,股友MxKpUx,看来500元是守住了，反弹多高不知道。,284,2,,,,,
2021/8/5 11:16,小船东风,可以加仓了吧,369,3,,,,,
2021/8/5 8:58,极米科技资讯,极米科技：连续4日融资净买入累计1090.52万元（08-04,415,1,,,,,
2021/8/5 11:09,只做人气最低的股,解答下我是卖了的，赚四个点，趋势向下的股不拿中长线,294,1,,,,,
2021/8/4 15:21,优质股圆狐底,近期的下降很可能是因为中报业绩不及预期。,360,5,,,,,
2021/8/4 14:54,CYGGL168,昨天买的，挣了两个点，是不是得走,270,2,,,,,
2021/8/4 13:56,需要运气,有没有人相信下午破600？,313,4,,,,,
2021/8/4 13:14,只做人气最低的股,我卖了你就涨了,194,1,,,,,
2021/8/4 13:07,韭菜速生粉,什么互补？野心大点，你就是来取代电视的,206,0,,,,,
2021/8/4 12:37,小船东风,坚持就是胜利，510持有,191,0,,,,,
2021/8/4 11:48,飞驰的小阳阳,明天500都保不住了。。哎,216,1,,,,,
2021/8/4 10:29,好啊老王,跌到250元等你！,221,1,,,,,
2021/8/4 8:13,极米科技资讯,极米科技：连续3日融资净买入累计265.83万元（08-03）,421,0,,,,,
2021/8/4 6:30,老刘忙623,公司对于股票近一个多月的大幅下跌，都没有一个说明？,408,2,,,,,
2021/8/4 0:00,等待突破87,昨天509进的，这个垃圾，我就不信能跌破500,250,2,,,,,
2021/8/3 22:46,股友ovo8uL,明日即将考验500整数关口！相对而言我更空,177,0,,,,,
2021/8/3 21:23,极米科技资讯,极米科技2021年7月投资者调研报告,1513,2,,,,,
2021/8/3 20:42,小船东风,510买的，不会亏吧,187,0,,,,,
2021/8/3 20:40,极米科技资讯,【调研快报】极米科技接待汇添富基金等多家机构调研,731,1,,,,,
2021/8/3 19:41,等待突破87,这股根本没没有几个散户，机构报团,182,0,,,,,
2021/8/3 19:14,大旺多多,每天都有庄抛股压盘，压家在对倒。,146,0,,,,,
2021/8/3 19:13,大旺多多,这算违规违法吧，大家看看可否举报,182,0,,,,,
2021/8/3 18:49,飞驰的小阳阳,这个量不可能是底部,290,2,,,,,
2021/8/3 18:47,股友ovo8uL,底部依然不明朗，抄底必死无疑,323,4,,,,,
2021/8/3 18:46,股友lN5XRc7729,明天破5,126,0,,,,,
2021/8/3 17:54,跟庄家座,千元没希望，还给庄家一部分利润走了,153,0,,,,,
2021/8/3 15:12,需要运气,黎明前的黑暗，这个时候能拿住筹码的并且坚定加仓的，,674,3,,,,,
2021/8/3 15:09,基民1x9DFB,还有100元的下跌空间！,277,2,,,,,
2021/8/3 15:09,小船东风,昨天510买，不信能跌破,452,1,,,,,
2021/8/3 14:59,好啊老王,强势洗盘一周了，浮筹己差不多了！下午强力拉升！试目,531,2,,,,,
2021/8/3 14:49,股友MxKpUx,本来是个大高个，这下矮j一截，看你好意识在股市上混,172,0,,,,,
2021/8/3 14:42,hank1705,等着参加股东会,202,0,,,,,
2021/8/3 14:02,股友xtif6L,大垃圾呀,158,0,,,,,
2021/8/3 13:32,韭菜速生粉,拿这个真不如去抄底半导体,511,7,,,,,
2021/8/3 13:25,吉上吉,还好意思继续大跌？,188,1,,,,,
2021/8/3 13:24,只做人气最低的股,这个底抄的怎么样？,566,5,,,,,
2021/8/3 13:23,yum888888,是金子，迟早发光。是珍珠，总会闪耀。,379,1,,,,,
2021/8/3 13:21,飞驰的小阳阳,一张无形的大网。。。怎么可能大涨。。，,555,2,,,,,
2021/8/3 10:12,乐呆呆4898,坚决支持科创板首恶极米科技跌停,562,0,,,,,
2021/8/3 10:03,n823213721145732,垃圾jj，爽快点！,277,0,,,,,
2021/8/3 8:49,极米科技资讯,极米科技：融资净买入52.17万元，融资余额3.23亿元（0,444,1,,,,,
2021/8/2 23:36,暴躁韭菜A,这个月就在这股亏了，十几万啊,833,8,,,,,
2021/8/2 20:19,小船东风,510补仓了[大笑],163,0,,,,,
2021/8/2 20:17,基民1x9DFB,这个庄太牛了，不择手段割韭菜，连金针都做出来了……,285,1,,,,,
2021/8/2 15:39,只做人气最低的股,明显跟上证50,224,0,,,,,
2021/8/2 14:46,小AAAAA,可惜没买到,303,1,,,,,
2021/8/2 14:01,好啊老王,下午封板，严重超跌！,277,1,,,,,
2021/8/2 13:16,韭菜速生粉,3个亿的融券，继续砸吧，黄金坑,433,1,,,,,
2021/8/2 12:48,夜雨寄北0606,关注了一段时间没看懂，请教下大侠们，这股为何走出这,590,4,,,,,
2021/8/2 12:37,小船东风,金针探底，买入可期,235,0,,,,,
2021/8/2 11:55,韭菜速生粉,说了你可能不信，这个股跟白酒板块,363,3,,,,,
2021/8/2 10:43,蓝谷月,天天只有跌的份，能破发不成？,229,0,,,,,
2021/8/2 10:42,赶紧的来,可以干了，到底部了，上[胜利][胜利][胜利],205,0,,,,,
2021/8/2 10:32,韭菜速生粉,这个股牛逼，专治不服,283,2,,,,,
2021/8/2 10:24,洗洗睡大觉,希望你不是下一个暴风集团,321,3,,,,,
2021/8/2 10:10,基民UVeFOq,就是个组装公司，有什么科技研发能力,232,0,,,,,
2021/8/2 10:07,基民UVeFOq,漂亮，这就是虚高的下场,201,0,,,,,
2021/8/2 10:04,牛市的巴菲特,买扫地机器人都不买投影仪,218,1,,,,,
2021/8/2 10:00,啥最无聊,割肉的散户真不少。看空得越多越好，周一融资的吃货。,415,1,,,,,
2021/8/2 9:56,股友m271F96273,又扑街了…………炒了十几年股没见过这样的，仿佛被ST,240,0,,,,,
2021/8/1 15:05,两融追踪,极米科技连续3周融资净买入合计1.45亿元,572,0,,,,,
萝卜投研, 伟思,上周一共有2694家机构参与了696家上市公司调研,3911,1,2021/8/1 13:47,,,,
2021/8/1 13:03,一条条小团团,下跌黄金坑，下半年是科创牛行情，[上涨][上涨][上涨],1634,1,,,,,
2021/8/1 8:25,股友ovo8uL,下周将要考验450支撑位！,1074,0,,,,,
2021/7/31 19:15,tony涛尼哥,又是2阴夹一阳，完蛋了，新低见。,296,1,,,,,
2021/7/31 19:15,小船东风,周五买入，周一要大阳线了,298,0,,,,,
2021/7/31 15:45,股友keHNPO,下周还有最后一根大阴线，短期必然有反弹,415,2,,,,,
2021/7/31 14:20,啥最无聊,拓展课后服务渠道，做强做优免费线上学习服务，积极创,774,1,,,,,
2021/7/31 11:27,股友keHNPO,前天割肉了，留了一百股底舱，等站上5日线再进来吧，,528,0,,,,,
2021/7/31 10:09,我爱韭菜炒肉,投影是夕阳产业，pe这么高，腰斩再腰斩,553,1,,,,,
2021/7/31 8:10,极米科技资讯,极米科技：融资净买入152.88万元，融资余额3.22亿元（,471,0,,,,,
2021/7/31 8:00,超级黑色Pla,还要跌,260,2,,,,,
2021/7/30 22:41,基民JdrNuP,说句不好听的，就一个投影仪，跟家电有多大区别呢,213,0,,,,,
2021/7/30 19:23,股圣之股侠,散户都割肉了哈哈哈！,347,1,,,,,
2021/7/30 18:13,股搓1,应该会跌破500，看450能止跌不。,207,2,,,,,
2021/7/30 17:21,乐呆呆4898,邪恶的极米，狡猾的四川人，,313,1,,,,,
2021/7/30 16:43,股友Zv236e,没有护城河，都是组装,555,4,,,,,
2021/7/30 15:36,闪菱光,筑底阶段吗？,281,6,,,,,
2021/7/30 15:21,股友wRY28I,这股能重回800吗？今天入场了[大笑][大笑],626,5,,,,,
2021/7/30 14:31,向85829,随便跌尽情跌中奖的票，谁熬不过谁,244,2,,,,,
2021/7/30 14:26,翩翩蝴蝶,看立讯精密，歌尔股份，别人还有点规模经济，都才30多,255,2,,,,,
2021/7/30 13:58,yzkz,今年不适合玩消费股,171,0,,,,,
2021/7/30 12:32,基民ljmEvf,昨天涨多少，今天回多少，庄家历害。继续砸，弄个三个,305,0,,,,,
2021/7/30 17:29,飞驰的小阳阳,还得没到底？,177,1,,,,,
2021/7/30 14:30,小船东风,543有强支撑,202,0,,,,,
2021/7/30 12:17,好啊老王,真！庄缺德呀！,177,0,,,,,
2021/7/30 11:50,dsk100,没有灵魂的股票,171,0,,,,,
2021/7/30 10:37,大发广进地说不得,这股还得跌，怎么上来怎么下去,146,0,,,,,
2021/7/30 9:50,公主梦彩虹糖的梦,好大夫呀,276,4,,,,,
2021/7/30 0:00,极米科技资讯,8只川股上榜 新经济价值显现,904,0,,,,,
2021/7/29 15:05,韭菜速生粉,主力想杀融资盘，结果融资越洗越多,307,1,,,,,
2021/7/29 11:25,股圣之股侠,散户都洗干净了吧,202,0,,,,,
2021/7/29 10:55,只做人气最低的股,已出，赚了五个点，只做反弹，近3万已到手,305,2,,,,,
2021/7/29 10:17,xxoo洋,主力感觉不想拉,157,0,,,,,
2021/7/29 9:37,满天红耶,冲高回落，清仓走人………下跌趋势不变…………,212,0,,,,,
2021/7/29 9:11,极米科技资讯,极米科技：融资净买入353.61万元，融资余额3.26亿元（,379,1,,,,,
2021/7/29 7:35,巴菲特BMW,极米如果按照家用电器来估值，就呵呵了,211,0,,,,,
2021/7/28 22:37,zl826858,经财务部门初步测算，预计2021年半年度实现归属于母公,788,0,,,,,
2021/7/28 22:20,股友keHNPO,大家都报报成本多少,549,11,,,,,
2021/7/28 20:47,闪菱光,前几天看到极米是不是被海外巨头有诉讼的新闻，哪位朋,263,0,,,,,
2021/7/28 20:32,张铭真,公司出问题了吗？,315,1,,,,,
2021/7/28 18:54,巴菲特BMW,典型的一阴吞三阳，还有两个交易日，再跌80就到450,198,0,,,,,
2021/7/28 18:26,青冈棒槌,曾经的牛股，现在的烂股。这起码要调整好几个月了。,233,1,,,,,
2021/7/28 17:22,稳中向上666,53块4,196,0,,,,,
2021/7/28 16:54,笑中思lb,中国家居行业正经历有史以来最大一轮头部企业资本化浪,312,0,,,,,
2021/7/28 16:32,极米科技资讯,688696:极米科技关于公司股东股份质押及解质的公告,1122,2,,,,,
2021/7/28 15:32,基民vHqoAA,看极米科技的周线，典型的股市“活埋”,252,0,,,,,
2021/7/28 15:25,老城里的,我要是说7月27日会大涨5个点以上，会有人信吗？,389,2,,,,,
2021/7/28 14:23,公主梦彩虹糖的梦,坏喽,172,0,,,,,
2021/7/28 13:47,只做人气最低的股,补了缺口，冲啊,167,0,,,,,
2021/7/28 13:43,满天红耶,你抄她底，她抄你家…………,187,0,,,,,
2021/7/28 13:10,智能大屏观察网,上半年智能投影市场持续火爆，销量大增43.3%,704,0,,,,,
2021/7/28 12:57,mlovec,不就是补528缺口吗，赶紧的，补完就完了,192,1,,,,,
2021/7/28 12:20,巴菲特BMW,本轮调整的底部在300以下,172,0,,,,,
萝卜投研, 伟思,上周一共有2694家机构参与了696家上市公司调研,2994,0,2021/7/28 12:12,,,,
2021/7/28 11:48,满天红耶,涨一天就是吸引一下眼球，吸引接盘的散户，下跌趋势不,146,0,,,,,
2021/7/28 11:45,满天红耶,跑………暴跌趋势未变………清仓逃命………,257,1,,,,,
2021/7/28 11:36,股海两袋清5707,傻13股，芯片涨他不涨，芯片大跌它大跌，,154,0,,,,,
2021/7/28 10:24,赶紧的来,今天买了，明天来个大反弹吧[鼓掌][鼓掌][鼓掌][鼓掌],259,3,,,,,
2021/7/28 8:45,潜伏589,明天补跌,244,2,,,,,
2021/7/27 15:54,啥最无聊,几个涨停,681,9,,,,,
2021/7/27 12:53,张铭真,买价589.5，,383,8,,,,,
2021/7/27 12:22,Z_168天天涨,就一个生产投影仪的，不知道为什么股价那么高，哪有什,738,4,,,,,
2021/7/27 11:35,股友keHNPO,亏钱的这个价位补仓吧，短期应该能反弹到655,177,0,,,,,
2021/7/27 8:43,老城里的,我要是说7月26日会大涨5个点以上，会有人信吗？,470,5,,,,,
2021/7/27 7:24,小船东风,止跌，准备涨10%,157,0,,,,,
2021/7/27 6:55,啥最无聊,无奈大盘太差，尽力了兄弟们！,530,4,,,,,
2021/7/26 16:29,生意高升得李寻欢,我直接上图，没有用极米的请闭嘴，别在这瞎分析,824,4,,,,,
2021/7/26 14:34,洗洗睡大觉,超跌反弹，力度太小，赚一万走了，555再见,177,0,,,,,
2021/7/26 12:40,韭菜刚刚才发芽,一日游558-592500股，拜拜了您[大笑],282,0,,,,,
2021/7/26 7:59,啥最无聊,文件要求做优做强免费线上培训教育，极米科技要发财了,581,3,,,,,
2021/7/25 23:01,股友7101i89Y39,这跌的，明年3月时候那不是。。。,320,2,,,,,
地之火焰,32%，但二季,3月3日上市到3月31日基金买入占流通股23,769,7,2021/7/25 15:47,,,,
2021/7/25 15:04,两融追踪,极米科技连续2周融资净买入合计1.42亿元,513,0,,,,,
2021/7/25 9:50,博旭投资,极米科技因市盈率偏高开始杀估值，因存在高成长预期应,737,2,,,,,
2021/7/25 7:12,巴菲特BMW,为什么极米跌这么多这么快，想想滴滴就明白了,448,1,,,,,
2021/7/24 16:24,啥最无聊,开盘可以学习一下石头科技，在海外的营业收,381,2,,,,,
2021/7/24 12:47,跟庄家座,下周再进来先买100股,566,4,,,,,
2021/7/24 7:57,小AAAAA,快快见底好买,403,1,,,,,
2021/7/24 0:22,股友7Yp7665815,有大伙说的这么差吗，我看还行，虽不是最佳,506,8,,,,,
2021/7/23 21:57,股友S7jpyh,老子亏了1.5%，拜拜了，你放开整吧！,268,1,,,,,
2021/7/23 21:38,啥最无聊,智能大屏投影唯一赛道的行业龙头，就这？,188,1,,,,,
2021/7/23 18:57,tony涛尼哥,600抄底竟然也被套,557,5,,,,,
2021/7/23 18:38,基民ljmEvf,任何股票，只要有超稳定赚钱能力，迟早会上,175,0,,,,,
2021/7/23 16:54,开心格桑花,明年看300都恼火,410,1,,,,,
2021/7/23 16:50,股友999fv53653,跌了40%了，别太过分了，差不多了,327,2,,,,,
2021/7/23 15:20,巴菲特BMW,下跌目标400以下,235,1,,,,,
2021/7/23 14:53,不省油的灯1211,卧槽，惨烈啊',466,2,,,,,
2021/7/23 14:33,暖阳花香微风,大势已去,278,2,,,,,
2021/7/23 14:30,股圣之股侠,肉割了就z,249,0,,,,,
2021/7/23 13:45,小AAAAA,两年内小散都是极米的股东[微笑][微笑],292,2,,,,,
2021/7/23 13:05,小船东风,补缺口附近买入逻辑吗？,275,0,,,,,
2021/7/23 13:02,小子l0u3ia,看低到530,355,2,,,,,
2021/7/23 12:14,股友bF6OVI,狠狠！！,241,0,,,,,
2021/7/23 12:06,股友bF6OVI,狠！,182,0,,,,,
2021/7/23 12:04,股友bF6OVI,狠,127,0,,,,,
2021/7/23 11:38,股友zL8ooA,的,175,0,,,,,
2021/7/23 11:25,千祥云集久久久,卧槽卧槽,176,0,,,,,
2021/7/23 11:17,和气如意de袁承志,见鬼###,212,0,,,,,
2021/7/23 10:27,老刘忙623,给证券公司的研报害死了，天天跌,299,0,,,,,
2021/7/23 10:20,股友e891r19789,可怜了小散,181,0,,,,,
2021/7/23 10:14,股友keHNPO,融资盘快挺不住了,206,0,,,,,
2021/7/23 10:01,芭蕉公主扇,什么情况？跌成这样？,426,3,,,,,
2021/7/23 9:34,股友c8ou0j,满仓干，怕个毛线[得意][得意][大笑],309,1,,,,,
2021/7/23 8:10,极米科技资讯,极米科技：融资净偿还478.06万元，融资余额3.08亿元（,518,0,,,,,
2021/7/22 22:18,广州星海,砍了一身轻亏8万,230,1,,,,,
2021/7/22 22:00,老城里的,我要是说7月23日会大涨5个点以上，会有人信吗？,537,10,,,,,
2021/7/22 17:37,飞驰的小阳阳,如此明星的庄家意图。。。只能呵呵,513,4,,,,,
2021/7/22 15:52,股友keHNPO,哎，明天破600了，认输走人,227,0,,,,,
2021/7/22 15:21,啥最无聊,620以下割肉的周五的人劝你不要炒股了。,678,9,,,,,
2021/7/22 11:33,广州星海,这真垃圾吧,273,0,,,,,
2021/7/22 8:12,极米科技股友,1、亚马逊封号，公司是否受到影响。2有传言公司在美国,1316,0,,,,,
2021/7/21 21:49,SDinvestment,极米上市那会儿我就提醒极米的散户注意风险，光峰才是,1041,5,,,,,
2021/7/21 20:04,全体共赢,卖极米 买光峰科技,516,3,,,,,
2021/7/21 16:41,极米科技资讯,业绩再超预期，盈利能力持续上行,2161,1,,,,,
2021/7/21 13:47,公主梦彩虹糖的梦,心情与思考,806,5,,,,,
2021/7/21 13:27,瀚海羽书,明天应该有根长阳！！,718,11,,,,,
2021/7/21 12:24,极米科技资讯,首次覆盖：智能投影市场成长空间广阔，极米,6432,3,,,,,
2021/7/21 10:50,PP333,解套一波走的好彻底，这B也是茅坑队伍,290,0,,,,,
2021/7/20 20:14,小船东风,660补仓又套了[大哭],473,5,,,,,
2021/7/20 19:42,极米科技资讯,国金证券：给予极米科技目标价826元,1139,8,,,,,
2021/7/20 14:45,PP333,来点红痛快爷们,325,1,,,,,
2021/7/20 10:22,瀚海羽书,跌了百分之三十了，就昨天一个小反弹，你们,343,1,,,,,
2021/7/20 8:22,股圣之股侠,你是投影仪为主，激光电视2W多块钱，太贵了,589,4,,,,,
2021/7/20 0:34,股友keHNPO,庄的格局真小,327,2,,,,,
2021/7/19 21:36,ME小散一枚,做T必须极米科技,543,5,,,,,
